id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference
G2group:reference3:weakened,noise,69,-0.17557435795880746,0.2828337489694789,-0.2054915428161621,-0.7911376953125,0.7292652130126953,0.7536231884057971,0.7971014492753623,True,coherent,-0.24241357886272927,-0.10335640993671141,0.5082902493684188
G2group:reference3:weakened,restore,69,-0.13021768694338592,0.24747313278308813,-0.12130236625671387,-0.663848876953125,0.6612167358398438,0.7391304347826086,0.7536231884057971,True,coherent,-0.19454668984896895,-0.06321391834728962,0.4598848992499752
G2group:reference4:change,noise,69,-0.0020792138749274654,0.035392350044803345,0.00201416015625,-0.22314453125,0.10609817504882812,0.4782608695652174,0.057971014492753624,False,below_rule,-0.014710459242696348,0.009714265059733733,0.06696906297103218
G2group:reference4:change,restore,69,0.004009025684301404,0.030305993729743404,0.0054931640625,-0.13173675537109375,0.0831451416015625,0.6231884057971014,0.028985507246376812,False,below_rule,-0.005735838845156241,0.01322709140570266,0.05750439132469288
G2group:reference4:intact,noise,69,-0.10323058003964632,0.30441868132439215,-0.09038543701171875,-1.81201171875,0.81414794921875,0.6086956521739131,0.7536231884057971,True,heterogeneous,-0.2001868018205615,-0.012431993864584727,0.5459165020265441
G2group:reference4:intact,restore,69,-0.07757079082986583,0.2968602664228799,-0.05560302734375,-1.4640045166015625,1.090301513671875,0.5797101449275363,0.6811594202898551,True,heterogeneous,-0.1768703073695086,0.019847196772478398,0.5182060020557349
G2group:reference4:weakened,noise,69,-0.10530979391457378,0.2988182807314223,-0.0892333984375,-1.81591796875,0.7993621826171875,0.6086956521739131,0.7246376811594203,True,heterogeneous,-0.2008888045946757,-0.015670775848886313,0.52705252688864
G2group:reference4:weakened,restore,69,-0.07356176514556442,0.28608161815698596,-0.0269775390625,-1.4622955322265625,1.0198593139648438,0.5797101449275363,0.7101449275362319,True,heterogeneous,-0.16955520346544792,0.020763865156449915,0.5050210261690444
G2group:residual23:change,noise,69,0.0024731677511463995,0.08663167815277542,-0.013916015625,-0.217529296875,0.47216796875,0.4492753623188406,0.30434782608695654,False,below_rule,-0.02428948602814605,0.03105617640674977,0.1473874907562698
G2group:residual23:change,restore,69,0.00044156157452127206,0.08468328351559846,0.0013275146484375,-0.312042236328125,0.25823974609375,0.5072463768115942,0.2753623188405797,False,below_rule,-0.025423676293829214,0.02580197349838587,0.15173134596451468
G2group:residual23:intact,noise,69,-0.6032051556352256,0.9759359083313873,-0.7061767578125,-4.450439453125,4.260986328125,0.7391304347826086,0.9420289855072463,True,coherent,-0.8674175068952036,-0.3269806680472005,1.2091730643009795
G2group:residual23:intact,restore,69,-0.7465881402941718,0.9433230248050414,-0.7521133422851562,-3.35302734375,2.32977294921875,0.8115942028985508,0.9565217391304348,True,coherent,-0.9610631514286649,-0.5319729355798253,1.13774103358172
G2group:residual23:weakened,noise,69,-0.6007319878840792,1.0011916091476663,-0.68572998046875,-4.47998046875,4.733154296875,0.7391304347826086,0.9420289855072463,True,coherent,-0.8723118365674779,-0.31470318929008834,1.1331820280655571
G2group:residual23:weakened,restore,69,-0.7461465787196505,0.9552852416384048,-0.7803955078125,-3.33428955078125,2.017730712890625,0.8260869565217391,0.9565217391304348,True,coherent,-0.9581059123294942,-0.5331255179384482,1.1125636238982712
block:L17H1:query_sentence,noise,69,1.865716989489569,1.8762256511743518,1.59320068359375,-0.362548828125,5.37060546875,0.9855072463768116,0.9855072463768116,True,coherent,1.595311985154083,2.165123218729876,1.334709001624066
block:L17H1:query_sentence,restore,69,1.7275033619092859,1.7275033619092859,1.505615234375,0.220458984375,3.95770263671875,1.0,1.0,True,coherent,1.5402549987253935,1.925700254716735,1.39916818038277
block:L17H1:query_sentence:self,noise,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_sentence:self,restore,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_sentence:source,noise,69,2.2162662105283877,2.2185307032820107,1.787567138671875,-0.078125,6.8988037109375,0.9855072463768116,0.9855072463768116,True,coherent,1.9097781597704129,2.5598161814869314,1.3473790901294653
block:L17H1:query_sentence:source,restore,69,1.9870902766352114,1.9870902766352114,1.7230224609375,0.498291015625,4.39312744140625,1.0,1.0,True,coherent,1.7786781587462495,2.208554115848265,1.4171956103780996
block:L17H1:query_writer_union,noise,69,1.6381583559340325,1.6510376584702644,1.39697265625,-0.439208984375,5.34796142578125,0.9710144927536232,0.9855072463768116,True,coherent,1.3893211527147153,1.9148427109787427,1.2951374330382417
block:L17H1:query_writer_union,restore,69,1.463155165962551,1.463155165962551,1.32110595703125,0.08349609375,3.6783447265625,1.0,0.9855072463768116,True,coherent,1.293839556928994,1.640167388363161,1.335238332333772
block:L17H1:query_writer_union:self,noise,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_writer_union:self,restore,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_writer_union:source,noise,69,1.9453420155290244,1.9507555685181548,1.6160316467285156,-0.186767578125,5.93658447265625,0.9855072463768116,1.0,True,coherent,1.6666335000508072,2.260128375412761,1.2684675437816675
block:L17H1:query_writer_union:source,restore,69,1.6800739730613818,1.6800739730613818,1.488555908203125,0.166015625,4.2100830078125,1.0,1.0,True,coherent,1.4900778319524683,1.8799662190934883,1.321177413498146
