group,mode,direction,population,query_first,full_gap,normalized_mean,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,ma_ci_low,ma_ci_high
O3,mean,noise,core20,True,13.876406478881837,0.33622880057703713,20,4.665647506713867,4.665647506713867,4.9005279541015625,1.3585205078125,7.2006683349609375,1.0,1.0,True,coherent,4.078885202407837,5.229242820739746,4.078885202407837,5.229242820739746
O3,mean,noise,core20,False,8.523720169067383,0.19226072136753958,20,1.6387765884399415,1.7047616958618164,1.59564208984375,-0.50164794921875,4.40673828125,0.9,1.0,True,coherent,1.1397170782089234,2.1475333929061886,1.2577622890472413,2.1768058395385737
O3,mean,noise,additional69,True,14.77806554324385,0.31575600266630177,69,4.666262903075287,4.666262903075287,4.75726318359375,0.33111572265625,10.087158203125,1.0,1.0,True,coherent,4.307305040221284,5.022197902720907,4.307305040221284,5.022197902720907
O3,mean,noise,additional69,False,7.545689016148664,0.18966683308185445,69,1.4311669391134512,1.734373673148777,1.388916015625,-2.474365234375,6.18170166015625,0.8260869565217391,0.9710144927536232,True,coherent,1.0629939867102582,1.7999152252639548,1.4531014373337015,2.028363612078238
O3,mean,noise,all89,True,14.575445528780476,0.3201359850403508,89,4.666124611758114,4.666124611758114,4.80517578125,0.33111572265625,10.087158203125,1.0,1.0,True,coherent,4.362601039918621,4.973501926057795,4.362601039918621,4.973501926057795
O3,mean,noise,all89,False,7.765471297703432,0.19030664543589737,89,1.477820792894685,1.727719296230359,1.4735107421875,-2.474365234375,6.18170166015625,0.8426966292134831,0.9775280898876404,True,coherent,1.1691584812121445,1.788061274839251,1.4861476919624244,1.9781337416573854
O3,mean,restore,core20,True,13.876406478881837,0.331427112702666,20,4.599017333984375,4.599017333984375,4.331573486328125,2.826416015625,7.874267578125,1.0,1.0,True,coherent,4.086099433898926,5.179095573425292,4.086099433898926,5.179095573425292
O3,mean,restore,core20,False,8.523720169067383,0.16069353508869172,20,1.3697067260742188,1.5912826538085938,1.45068359375,-1.25634765625,3.89617919921875,0.8,0.9,True,coherent,0.7781245422363281,1.9561665153503418,1.1332958126068116,2.078961486816406
O3,mean,restore,additional69,True,14.77806554324385,0.31867747856644296,69,4.709436665410581,4.709436665410581,4.88623046875,1.329345703125,7.466796875,1.0,1.0,True,coherent,4.409811411042145,4.998630190586698,4.409811411042145,4.998630190586698
O3,mean,restore,additional69,False,7.545689016148664,0.15017869239864562,69,1.133201709692029,1.4975922073143115,1.067291259765625,-2.6033935546875,4.91778564453125,0.7536231884057971,0.9855072463768116,True,coherent,0.7707422671110734,1.5050004212752623,1.219741766003595,1.78842314015264
O3,mean,restore,all89,True,14.575445528780476,0.32140515521502394,89,4.684623332505815,4.684623332505815,4.713634490966797,1.329345703125,7.874267578125,1.0,1.0,True,coherent,4.420418366421474,4.942643656355611,4.420418366421474,4.942643656355611
O3,mean,restore,all89,False,7.765471297703432,0.15277229918234425,89,1.1863489043846558,1.518646240234375,1.201904296875,-2.6033935546875,4.91778564453125,0.7640449438202247,0.9662921348314607,True,coherent,0.8694797408714723,1.50851542440693,1.278295319803645,1.769900686285469
